cityname;latitude;longitude;population;countryname;iso3
25 de Mayo;-37.80003253;-67.68329533;17430;Argentina;ARG
28 de Noviembre;-51.65003986;-72.30001612;5300;Argentina;ARG
lesund;62.54541872;6.388023233;45377;Norway;NOR
rebro;59.2803467;15.2199906;95932;Sweden;SWE
rhus;56.157204;10.21068396;232325.5;Denmark;DNK
rnskldsvik;63.31800722;18.71667639;26406;Sweden;SWE
safjrur;66.08331647;-23.14996708;1949.5;Iceland;ISL
stersund;63.1833126;14.64999955;44559;Sweden;SWE
Aalborg;57.03371381;9.916593382;111917.5;Denmark;DNK
Aarau;47.3900041;8.03400361;15501;Switzerland;CHE
Aba;5.100397968;7.34998002;874385;Nigeria;NGA
Abadan;30.33074424;48.2796781;315129;Iran;IRN
Abadla;31.01708478;-2.733306317;14364;Algeria;DZA
Abaetetuba;-1.724530694;-48.88488014;78735;Brazil;BRA
Abai;-26.0295882;-55.94000696;2788.5;Paraguay;PRY
Abakan;53.70368451;91.44500199;161377;Russia;RUS
Abancay;-13.63959511;-72.89000594;53981;Peru;PER
Abau;-10.04260537;148.5650297;230;Papua New Guinea;PNG
Abaza;52.66901898;90.09536861;17638.5;Russia;RUS
Abbotsford;49.05037681;-122.2999874;151683;Canada;CAN
Abbottabad;34.1495034;73.19950069;1032323.5;Pakistan;PAK
Abeche;13.83999371;20.82998409;116252.5;Chad;TCD
Abengourou;6.730375996;-3.490004315;87809;Ivory Coast;CIV
Abeokuta;7.160427265;3.350017455;441231;Nigeria;NGA
Aberdeen;57.17039797;-2.079987021;186577;United Kingdom;GBR
Aberdeen;46.97489626;-123.8143911;24400;United States of America;USA
Aberdeen;45.46511761;-98.48640222;24854;United States of America;USA
Abha;18.2300875;42.50013424;207802.5;Saudi Arabia;SAU
Abidjan;5.319996967;-4.04004826;3496197.5;Ivory Coast;CIV
Abilene;32.4486253;-99.73278609;108008;United States of America;USA
Aboa Station;-75.04959349;-13.41671106;15;Antarctica;ATA
Abohar;30.12042116;74.29002844;130603;India;IND
Aboisso;5.466699052;-3.20000353;37654;Ivory Coast;CIV
Abomey;7.190399596;1.98999711;82154;Benin;BEN
Abong Mbang;3.983696105;13.18331905;7698;Cameroon;CMR
Abra Pampa;-22.7166638;-65.6999797;4480;Argentina;ARG
Abu Dhabi;24.46668357;54.36659338;581861;United Arab Emirates;ARE
Abu Kamal;34.45041526;40.9186287;69190;Syria;SYR
Abuja;9.083333149;7.533328002;869067.5;Nigeria;NGA
Abuna;-9.69539142;-65.35971623;1929;Brazil;BRA
Acapulco;16.84999086;-99.91597905;683860;Mexico;MEX
Acarau;-2.889605287;-40.11999068;21024.5;Brazil;BRA
Acarigua;9.580382913;-69.20002446;202312.5;Venezuela;VEN
Acatlan;18.19996014;-98.04999475;17585.5;Mexico;MEX
Accra;5.550034606;-0.21671574;2042132;Ghana;GHA
Achacachi;-16.08332192;-68.66656865;8447;Bolivia;BOL
Achinsk;56.26998781;90.49999508;112541.5;Russia;RUS
Acu;-5.57962197;-36.91005742;33303;Brazil;BRA
Ad Dakhla;23.71405588;-15.93681087;82146;Morocco;MAR
Ad Damazin;11.77040428;34.34998572;114030;Sudan;SDN
Ad Damman;26.42819175;50.09967037;1411656;Saudi Arabia;SAU
Ad Diwaniyah;31.9889376;44.92396562;338604.5;Iraq;IRQ
Ad Nabk;34.01703086;36.73330277;49775;Syria;SYR
Adana;36.99498863;35.32000403;1245445;Turkey;TUR
Adapazari;40.79997601;30.4150321;260109;Turkey;TUR
Addis Ababa;9.033310363;38.70000443;2928864.5;Ethiopia;ETH
Adelaide;-34.93498777;138.6000048;990677;Australia;AUS
Adelaide River;-13.2495414;131.0999975;237;Australia;AUS
Aden;12.77972251;45.00949011;775301;Yemen;YEM
Adigrat;14.28043194;39.46998328;104021;Ethiopia;ETH
Adiyaman;37.77039349;38.27992672;195497;Turkey;TUR
Adjumani;3.3613889;31.8097222;34700;Uganda;UGA
Ado Ekiti;7.630372741;5.219980834;446749;Nigeria;NGA
Adrar;27.86999005;-0.289967083;56910;Algeria;DZA
Afyon;38.75038535;30.55001094;151564;Turkey;TUR
Agadez;16.99587343;7.98280961;103165.5;Niger;NER
Agadir;30.43998822;-9.620043581;752031.5;Morocco;MAR
Agana;13.4700163;144.750017;61755.5;Guam;GUM
Agapa;71.45037905;89.24999385;10;Russia;RUS
Agartala;23.83540428;91.27999914;203264;India;IND
Agboville;5.940346699;-4.280033611;73027.5;Ivory Coast;CIV
Agdam;40.9052778;45.5563889;0;Azerbaijan;AZE
Agen;44.20041445;0.633335733;46295;France;FRA
Aginskoye;51.10306805;114.5228182;11491;Russia;RUS
Agordat;15.54903668;37.88666907;18728.5;Eritrea;ERI
Agra;27.17042035;78.01502071;1511027.5;India;IND
Agri;39.71983522;43.05131506;87854;Turkey;TUR
Agrinio;38.62176271;21.4077266;59379;Greece;GRC
Agua Prieta;31.32233746;-109.5630388;77264.5;Mexico;MEX
Aguascalientes;21.87945992;-102.2904135;763589.5;Mexico;MEX
Aguelhok;19.45487062;0.856371214;8540;Mali;MLI
Ahar;38.48290814;47.06290482;98993.5;Iran;IRN
Ahmedabad;23.03005292;72.58000362;4547355;India;IND
Ahmednagar;19.11042137;74.75000037;379450;India;IND
Ahuachapan;13.91900399;-89.84500155;34102;El Salvador;SLV
Ahvaz;31.27998863;48.72001298;918572.5;Iran;IRN
Aigua;-34.19999388;-54.75000208;2622;Uruguay;URY
Aiken;33.5494625;-81.72060388;36716.5;United States of America;USA
Aiquile;-18.18954995;-65.18001144;5844;Bolivia;BOL
Aix-en-Provence;43.51999086;5.449992634;145309;France;FRA
Aizawl;23.71039899;92.72001461;274176;India;IND
Ajaccio;41.92706484;8.728293822;46905;France;FRA
Ajdabiya;30.76999392;20.21999548;139095.5;Libya;LBY
Ajmer;26.44999921;74.63998124;553948;India;IND
Aketi;2.740464497;23.7799849;46881;Congo (Kinshasa);COD
Akhtubinsk;48.27871848;46.16869584;38179;Russia;RUS
Akita;39.70999086;140.0899914;300962.5;Japan;JPN
Akjoujt;19.74699906;-14.39099948;370;Mauritania;MRT
Akola;20.70998781;77.01001745;466179.5;India;IND
Akron;41.07039878;-81.51999597;451155;United States of America;USA
Aksu;41.15000633;80.25002641;309704.5;China;CHN
Aksum;14.13041526;38.72000321;44368;Ethiopia;ETH
Akure;7.250395934;5.199982054;420594;Nigeria;NGA
Akureyi;65.66657188;-18.10001693;14754;Iceland;ISL
Al Ahmadi;29.0769448;48.08377274;68763;Kuwait;KWT
Al Amarah;31.84160809;47.15116817;334154.5;Iraq;IRQ
Al Aqabah;29.52699485;35.07769324;95048;Jordan;JOR
Al Ayn;24.2304706;55.73999792;352500.5;United Arab Emirates;ARE
Al Bayda;32.76041506;21.62001339;1794;Libya;LBY
Al Bayda;13.9789981;45.57400265;37821;Yemen;YEM
Al Fallujah;33.34766604;43.77726558;210989;Iraq;IRQ
Al Fujayrah;25.12343935;56.33748083;78289;United Arab Emirates;ARE
Al Ghaydah;16.23940798;52.1637821;23702;Yemen;YEM
Al Hasakah;36.48328859;40.7500085;104819.5;Syria;SYR
Al Hillah;32.47213808;44.42172237;479652.5;Iraq;IRQ
Al Hillah;23.4894564;46.75636023;594605;Saudi Arabia;SAU
Al Hudaydah;14.79794558;42.95297481;627610.5;Yemen;YEM
Al Hufuf;25.3487486;49.58559322;518694.5;Saudi Arabia;SAU
Al Jaghbub;29.75039207;24.51658077;1744;Libya;LBY
Al Jahra;29.33747154;47.6580623;194193;Kuwait;KWT
Al Jawf;24.19998151;23.28998897;24132;Libya;LBY
Al Jubayl;27.00464235;49.64600297;235237;Saudi Arabia;SAU
Al Karak;31.1851107;35.70473507;50870;Jordan;JOR
Al Khalil;31.54059287;35.09557328;220395.5;Palestine;PSE
Al Kharj;24.15556561;47.3120369;298428;Saudi Arabia;SAU
Al Khums;32.66042116;14.25999752;192502;Libya;LBY
Al Kut;32.49071576;45.83037024;318341.5;Iraq;IRQ
Al Ladhiqiyah;35.539987;35.77997595;439664;Syria;SYR
Al Mafraq;32.28329707;36.23329852;57118;Jordan;JOR
Al Marj;32.50045677;20.82998409;127427.5;Libya;LBY
Al Mubarraz;25.42905377;49.5659045;294682;Saudi Arabia;SAU
Al Mukalla;14.54116538;49.12593135;194080.5;Yemen;YEM
Al Musayyib;32.778631;44.28999914;59677.5;Iraq;IRQ
Al Qamishli;37.03002525;41.22997921;104107;Syria;SYR
Al Qunaytirah;33.12566408;35.82359086;2235.5;Syria;SYR
Al Qunfudhah;19.12636354;41.07887732;157;Saudi Arabia;SAU
Al Quwayiyah;24.07371014;45.28063635;8712;Saudi Arabia;SAU
Al Wajh;26.23241559;36.4635518;34936.5;Saudi Arabia;SAU
Alagoinhas;-12.13999673;-38.42999048;123379;Brazil;BRA
Alajuela;10.02002016;-84.23003727;217618.5;Costa Rica;CRI
Alamogordo;32.89947634;-105.9597187;33710.5;United States of America;USA
Alapayevsk;57.84650657;61.69152095;43663.5;Russia;RUS
Alappuzha;9.500413634;76.37000484;176783;India;IND
Alatyr;54.8503587;46.59998734;44291.5;Russia;RUS
Alausi;-2.18995807;-78.84997807;14294;Ecuador;ECU
Alayat Samail;23.3031887;57.97820756;32862.5;Oman;OMN
Alba Lulia;46.07700313;23.58000059;66085;Romania;ROU
Albacete;39.00034426;-1.869999839;127597;Spain;ESP
Albany;-35.0169466;117.8916048;25179;Australia;AUS
Albany;44.62049217;-123.086942;48066.5;United States of America;USA
Albany;31.57873008;-84.15582992;82280;United States of America;USA
Albany;42.67001691;-73.81994918;484286;United States of America;USA
Albert Lea;43.64778668;-93.36870427;19063.5;United States of America;USA
Albuquerque;35.10497479;-106.6413308;725723;United States of America;USA
Albury;-36.06003538;146.9200138;68534;Australia;AUS
Aldama;22.92042137;-98.06996769;11367;Mexico;MEX
Aldan;58.60299786;125.38939;18571.5;Russia;RUS
Aleg;17.057997;-13.90899556;8388;Mauritania;MRT
Aleksandrovsk Sakhalinskiy;50.89749921;142.1561185;9263.5;Russia;RUS
Alekseyevka;50.65348309;38.69307979;38633.5;Russia;RUS
Aleksin;54.5143327;37.09436601;59194;Russia;RUS
Alenquer;-1.939585756;-54.78999964;26290;Brazil;BRA
Aleppo;36.22997072;37.1700203;2170132;Syria;SYR
Alert;82.48332318;-62.24998356;97.5;Canada;CAN
Alexander Bay;-28.60834552;16.50332312;1476;South Africa;ZAF
Alexandria;31.20001935;29.94999589;3988258;Egypt;EGY
Alexandria;43.90163107;25.28670654;49346;Romania;ROU
Alexandria;38.82043276;-77.09998153;127273;United States of America;USA
Alexandria;31.31109784;-92.44501388;60876;United States of America;USA
Alexandroupoli;40.84861937;25.87440978;48711.5;Greece;GRC
Aleysk;52.49176882;82.77767574;22477.5;Russia;RUS
Algeciras;36.12671215;-5.466530363;106687.5;Spain;ESP
Algha;49.90316713;57.33499101;28267;Kazakhstan;KAZ
Algiers;36.7630648;3.05055253;2665831.5;Algeria;DZA
Ali Bayramli;39.93230288;48.92025915;70452;Azerbaijan;AZE
Ali Sabih;11.15622988;42.71252437;32165.5;Djibouti;DJI
Alicante;38.3512199;-0.483640721;296345;Spain;ESP
Alice;27.75046246;-98.07048446;21122;United States of America;USA
Alice Springs;-23.70099648;133.8800345;26949;Australia;AUS
Aligarh;27.89221092;78.06178788;779103.5;India;IND
Alipur Duar;26.48374392;89.56666703;127342;India;IND
Aliwal North;-30.68956216;26.71003861;26423;South Africa;ZAF
Allahabad;25.45499534;81.84000688;1137219;India;IND
Allakaket;66.56548342;-152.6454995;97;United States of America;USA
Allanmyo;19.37831199;95.22792354;48446.5;Myanmar;MMR
Allende;28.32998781;-100.8499789;18268.5;Mexico;MEX
Allentown;40.59998822;-75.50002751;300980.5;United States of America;USA
Alliance;42.10139528;-102.8701915;8269;United States of America;USA
Almaty;43.32498985;76.91503617;1096256;Kazakhstan;KAZ
Almenara;-16.17003497;-40.70000696;22173.5;Brazil;BRA
Almeria;36.83034751;-2.429991497;152032.5;Spain;ESP
Almetyevsk;54.90040733;52.31994828;117971;Russia;RUS
Almirante;9.30001243;-82.3999681;7442.5;Panama;PAN
Alor Setar;6.113307718;100.3729325;276921.5;Malaysia;MYS
Alotau;-10.30207273;150.4590743;11624;Papua New Guinea;PNG
Alpena;45.06160219;-83.43269576;14524;United States of America;USA
Alpine;30.36071657;-103.6650009;6429.5;United States of America;USA
Al-Qatif;26.5196332;50.01151037;233575.5;Saudi Arabia;SAU
Alta;69.96664532;23.24167151;12077;Norway;NOR
Alta Floresta;-9.900030091;-55.90998295;40466;Brazil;BRA
Alta Gracia;-31.65999388;-64.4299797;30593;Argentina;ARG
Altagracia de Orituco;9.85041811;-66.37998987;34427;Venezuela;VEN
Altamira;-3.199612204;-52.21000208;56769;Brazil;BRA
Altata;24.63604509;-107.9162153;750;Mexico;MEX
Altay;47.86659894;88.11662634;140670.5;China;CHN
Altay;46.39612022;95.8450435;32488;Mongolia;MNG
Altdorf;46.87900214;8.638002584;8678;Switzerland;CHE
Alto Rio Sanguer;-45.03328611;-70.83328394;1548;Argentina;ARG
Alton;38.89099693;-90.18422164;57386;United States of America;USA
Altoona;40.51859784;-78.39496708;62784.5;United States of America;USA
Alvorada;-12.47000242;-49.08200179;9273;Brazil;BRA
Alwar;27.5453587;76.6049259;283228;India;IND
Alxa Zuoqi;38.83901044;105.6686299;56387;China;CHN
Am Timan;11.03329165;20.28329911;29664;Chad;TCD
Amahai;-3.328131491;128.9404911;26172.5;Indonesia;IDN
Amapa;2.049989847;-50.80001062;1947;Brazil;BRA
Amarillo;35.22998008;-101.8299966;178526;United States of America;USA
Amasya;40.65368003;35.83304765;77700.5;Turkey;TUR
Ambala;30.32002138;76.82000321;146787;India;IND
Ambanja;-13.68289996;48.45000362;26231.5;Madagascar;MDG
Ambarchik;69.65100568;162.3335949;0;Russia;RUS
Ambato;-1.269600811;-78.61999211;217897;Ecuador;ECU
Ambatondrazaka;-17.83287921;48.41667232;41843;Madagascar;MDG
Ambler;67.08648521;-157.8514091;258;United States of America;USA
Ambon;-3.716686586;128.2000195;227561;Indonesia;IDN
Ambriz;-7.85498696;13.12502803;17000;Angola;AGO
Amderma;69.76301434;61.66769812;282;Russia;RUS
Americana;-22.74994342;-47.32998987;337747;Brazil;BRA
Ames;42.05385297;-93.61972254;56855;United States of America;USA
Amherst;45.81656903;-64.21658187;8631.5;Canada;CAN
Amiens;49.90037661;2.300004027;118908.5;France;FRA
Amman;31.95002525;35.93329993;1060000;Jordan;JOR
Ammochostos;35.12502525;33.95001013;33016.5;Northern Cyprus;CYN
Amol;36.4713255;52.36330481;210516;Iran;IRN
Amos;48.56663373;-78.11666366;10475.5;Canada;CAN
Amravati;20.94997316;77.77002274;669144;India;IND
Amritsar;31.63999249;74.86999304;1152225;India;IND
Amsterdam;52.34996869;4.916640176;886318;Netherlands;NLD
AmundsenScott South Pole Station;-89.98289386;139.2669926;125;Antarctica;ATA
Amursk;50.22283754;136.8974214;45901.5;Russia;RUS
An Nabk;31.33330205;37.33329653;7500;Saudi Arabia;SAU
An Najaf;32.00033225;44.33537105;612776;Iraq;IRQ
An Nasiriyah;31.04294883;46.26755286;425898;Iraq;IRQ
Anaco;9.440003885;-64.4600037;100118;Venezuela;VEN
Anadyr;64.73699038;177.4749963;10332;Russia;RUS
Anapolis;-16.31958657;-48.9599679;278595.5;Brazil;BRA
Anatuya;-28.46613198;-62.83330713;14133;Argentina;ARG
Anbyon;39.02817202;127.5185624;34993.5;North Korea;PRK
Anchorage;61.21996991;-149.9002149;252068;United States of America;USA
Ancona;43.60037355;13.49994055;95599;Italy;ITA
Ancud;-41.86996499;-73.82997441;24241;Chile;CHL
Anda;46.39999595;125.3200402;181402;China;CHN
Andamooka;-30.43097329;137.1655704;528;Australia;AUS
Anderson;34.50374534;-82.6502629;43475.5;United States of America;USA
Andijon;40.79000246;72.33996659;486950;Uzbekistan;UZB
Andkhvoy;36.93165916;65.10149369;50469;Afghanistan;AFG
Andoany;-13.40002317;48.26660396;20535.5;Madagascar;MDG
Andoas;-2.902059307;-76.40247888;10;Peru;PER
Andong;36.56591921;128.7250004;123920.5;South Korea;KOR
Andorra;42.50000144;1.516485961;38127;Andorra;AND
Andradina;-20.90959064;-51.37994938;45715;Brazil;BRA
Androka;-25.02194623;44.07494694;174;Madagascar;MDG
Ang Thong;14.58330306;100.4499997;13738;Thailand;THA
Angangxi;47.16005292;123.8000297;24317;China;CHN
Angarsk;52.56000755;103.9200028;231719;Russia;RUS
Angeles;15.14505617;120.5450862;314493;Philippines;PHL
Angers;47.48000755;-0.530029949;178329.5;France;FRA
Angoche;-16.23003131;39.9100081;57835;Mozambique;MOZ
Angol;-37.79000731;-72.71001693;38384.5;Chile;CHL
Angra do Heroismo;38.65039146;-27.21666976;11136.5;Portugal;PRT
Angren;41.03037539;70.15493201;164513.5;Uzbekistan;UZB
Aniak;61.5787077;-159.5221857;501;United States of America;USA
Ankang;32.67998069;109.0200016;1025000;China;CHN
Ankara;39.92723859;32.86439164;3511689.5;Turkey;TUR
Anlu;31.26998924;113.670002;71198;China;CHN
Ann Arbor;42.30037539;-83.71999089;189893;United States of America;USA
Anna Regina;7.270420551;-58.50005742;3113;Guyana;GUY
Annaba;36.92000612;7.759980834;355047;Algeria;DZA
Annapolis;38.9783301;-76.49249923;58776;United States of America;USA
Annecy;45.89997479;6.116670287;77490.5;France;FRA
Anqing;30.49995872;117.0500024;469579;China;CHN
Ansan;37.34806785;126.8595328;695110.5;South Korea;KOR
Anshan;41.11502138;122.9400305;1419137.5;China;CHN
Anshun;26.25039899;105.9300093;600468;China;CHN
Antalaha;-14.88334349;50.28332841;40668;Madagascar;MDG
Antalya;36.88998212;30.69997595;703468.5;Turkey;TUR
Antananarivo;-18.91663735;47.5166239;1544216.5;Madagascar;MDG
Antigonish;45.62691652;-61.99819015;5871;Canada;CAN
Antigua Guatemala;14.5666981;-90.73330161;39368;Guatemala;GTM
Antioch;36.23333409;36.11667656;154803;Turkey;TUR
Antofagasta;-23.64999184;-70.40000289;295539;Chile;CHL
Antsirabe;-19.85001707;47.03329423;307921;Madagascar;MDG
Antsiranana;-12.27650152;49.3115261;76312;Madagascar;MDG
Antsohihy;-14.86608356;47.98336544;15258.5;Madagascar;MDG
Antwerpen;51.22037355;4.415017048;689902.5;Belgium;BEL
Anuradhapura;8.349992898;80.38329993;89622.5;Sri Lanka;LKA
Anxi;40.50043357;95.79998165;17886;China;CHN
Anyang;36.07997988;114.3500122;834064.5;China;CHN
Anzhero Sudzhensk;56.08002525;86.04000891;83109;Russia;RUS
Aomori;40.82503908;140.7100052;281571.5;Japan;JPN
Aosta;45.73700107;7.315002596;34062;Italy;ITA
Apalachicola;29.72561322;-84.99252303;2134;United States of America;USA
Apatity;67.57307049;33.39304154;64046.5;Russia;RUS
Apatzingan;19.07998395;-102.3500165;92616.5;Mexico;MEX
Apia;-13.84154504;-171.7386416;49812;Samoa;WSM
Apodi;-5.650005271;-37.80000309;8586;Brazil;BRA
Apolo;-14.71958087;-68.41999455;4189;Bolivia;BOL
Appenzell;47.3333041;9.416700505;5649;Switzerland;CHE
Appleton;44.26867902;-88.40050623;136888.5;United States of America;USA
Apsheronsk;44.46871848;39.72872717;43163.5;Russia;RUS
Apucarana;-23.54999795;-51.4700214;102577;Brazil;BRA
Aqadyr;48.27486859;72.85988318;5359.5;Kazakhstan;KAZ
Aqsay;51.17143597;53.03489172;30404.5;Kazakhstan;KAZ
Aqsu;52.45019513;71.9597314;8543;Kazakhstan;KAZ
Aqtau;43.6231887;51.2365002;4479;Kazakhstan;KAZ
Aqtobe;50.28001752;57.16998816;260493;Kazakhstan;KAZ
Aquidauana;-20.46961749;-55.79001611;38053;Brazil;BRA
Ar Ramadi;33.42001304;43.29998205;284830;Iraq;IRQ
Ar Raqqah;35.93037661;39.0199849;175600.5;Syria;SYR
Ar Rutbah;33.0384601;40.28445552;17199.5;Iraq;IRQ
Aracaju;-10.90002073;-37.11996708;587765.5;Brazil;BRA
Aracati;-4.559994284;-37.77003076;28126.5;Brazil;BRA
Aracatuba;-21.20998574;-50.45000615;166305;Brazil;BRA
Aracuai;-16.85960529;-42.06994918;15301.5;Brazil;BRA
Arad;46.17000999;21.31998002;159338;Romania;ROU
Araguaina;-7.190014629;-48.21001367;50444;Brazil;BRA
Araguari;-18.64001341;-48.19998845;79910.5;Brazil;BRA
Arak;25.2799931;3.749993041;423251;Algeria;DZA
Arak;34.08041201;49.70000484;463449;Iran;IRN
Aral;46.79997154;61.66661291;30185;Kazakhstan;KAZ
Aranyaprathet;13.68235476;102.4969372;21354;Thailand;THA
Araouane;18.90002077;-3.529950197;4026;Mali;MLI
Arapiraca;-9.750013409;-36.66999455;177115;Brazil;BRA
Arapongas;-23.41000649;-51.43004968;91203.5;Brazil;BRA
Arar;30.99000633;41.02068966;185278;Saudi Arabia;SAU
Ararangua;-28.94000486;-49.49998661;42198.5;Brazil;BRA
Ararat;-37.27954751;142.9099743;5464;Australia;AUS
Arauca;7.090664082;-70.76163456;46530.5;Colombia;COL
Arawa;-6.228000033;155.5659907;40266;Papua New Guinea;PNG
Araxa;-19.5795943;-46.95001306;70159.5;Brazil;BRA
Arba Minch;6.040004699;37.54999711;54343.5;Ethiopia;ETH
Arcata;40.88519045;-124.0882245;19052;United States of America;USA
Archangel;64.57495892;40.5450081;295186.5;Russia;RUS
Arcoverde;-8.420017071;-37.06999597;53066;Brazil;BRA
Arctic Bay;73.03330568;-85.16662093;604;Canada;CAN
Ardabil;38.25000246;48.30003861;412678;Iran;IRN
Ardmore;34.1810777;-97.12940495;24467.5;United States of America;USA
Arecibo;18.44002301;-66.72999435;59312.5;Puerto Rico;PRI
Arendal;58.46475606;8.766000553;30916;Norway;NOR
Arequipa;-16.41999388;-71.53001144;775785;Peru;PER
Arezzo;43.46172569;11.87497514;82613;Italy;ITA
Argentia;47.30043194;-53.98999679;1063;Canada;CAN
Arica;-18.50002195;-70.28998377;178446.5;Chile;CHL
Aripuana;-9.169997133;-60.64000431;26983;Brazil;BRA
Ariquemes;-9.939614239;-63.07998458;58096;Brazil;BRA
Arjona;10.26003135;-75.34998499;47225;Colombia;COL
Arlington;32.68476076;-97.02023849;545107.5;United States of America;USA
Arlit;18.81997398;7.32998124;90000;Niger;NER
Arlon;49.68330313;5.816700472;26179;Belgium;BEL
Armavir;45.00039146;41.13003699;191813.5;Russia;RUS
Armenia;4.534282653;-75.68112757;314797.5;Colombia;COL
Armidale;-30.51231199;151.667476;21793.5;Australia;AUS
Arnhem;51.98799603;5.922999562;141674;Netherlands;NLD
Arqalyq;50.24180279;66.89761145;48760.5;Kazakhstan;KAZ
Arras;50.28332481;2.783333698;55608.5;France;FRA
Arrecife;28.96904923;-13.53783283;47182.5;Spain;ESP
Arroyos y Esteros;-25.04995807;-57.08998845;2755;Paraguay;PRY
Arsenyev;44.16230308;133.2823449;56721;Russia;RUS
Artashat;39.9538889;44.5505556;20562;Armenia;ARM
Artemisa;22.81339947;-82.76188399;46024.5;Cuba;CUB
Artemovsk;54.34873557;93.43552649;4948;Russia;RUS
Artemovskiy;57.36519228;61.86975297;39194.5;Russia;RUS
Artigas;-30.41598712;-56.48602014;32072.5;Uruguay;URY
Artigas Base;-62.17388669;-58.86386407;34.5;Antarctica;ATA
Artvin;41.18300114;41.81799654;27899.5;Turkey;TUR
Arua;3.020369892;30.90001542;154700;Uganda;UGA
Arusha;-3.36001585;36.66999914;330605;Tanzania;TZA
Arvayheer;46.24997927;102.7665848;28053;Mongolia;MNG
Arviat;61.10859211;-94.05860672;1868;Canada;CAN
Arxan;47.18330731;119.9666202;32023;China;CHN
Arys;42.43687868;68.80483354;39466.5;Kazakhstan;KAZ
Arzamas;55.39998924;43.80000321;126038;Russia;RUS
As Salt;32.03919293;35.72721431;110439;Jordan;JOR
As Samawah;31.3098576;45.28027462;163934;Iraq;IRQ
As Sib;23.68024579;58.18253617;237816;Oman;OMN
As Sidr;30.67041343;18.26662634;50;Libya;LBY
As Sulaymaniyah;35.56127769;45.43085974;654318;Iraq;IRQ
As Sulayyil;20.462251;45.57224646;20858.5;Saudi Arabia;SAU
As Suwayda;32.70041872;36.5665946;65650;Syria;SYR
Asadabad;34.86600004;71.15000459;48400;Afghanistan;AFG
Asahikawa;43.75501528;142.3799808;341079.5;Japan;JPN
Asansol;23.6833333;86.9833333;1328000;India;IND
Asbest;57.02304262;61.45804683;77915.5;Russia;RUS
Ascension;-15.69957273;-63.07998458;12085;Bolivia;BOL
Ascension;31.10002545;-107.979983;10761;Mexico;MEX
Asela;7.950404886;39.1399259;82240;Ethiopia;ETH
Ash Shatrah;31.41752545;46.17722245;122340.5;Iraq;IRQ
Ash Shihr;14.75931744;49.60915767;54274;Yemen;YEM
Asha;54.99799827;57.27261755;35944.5;Russia;RUS
Ashburton;-43.89790322;171.7300756;8895;New Zealand;NZL
Asheville;35.60119773;-82.55414474;105775;United States of America;USA
Ashgabat;37.94999493;58.38329911;652841;Turkmenistan;TKM
Ashtarak;40.3016667;44.3591667;18779;Armenia;ARM
Asino;56.99312197;86.16268876;24732.5;Russia;RUS
Asmara;15.33333925;38.93332353;592366;Eritrea;ERI
Asosa;10.06699404;34.5333337;24192;Ethiopia;ETH
Assab;13.01001853;42.72999101;105496;Eritrea;ERI
Assen;53.00000109;6.550002585;62237;Netherlands;NLD
Assis;-22.65961302;-50.41998214;79133;Brazil;BRA
Astana;51.1811253;71.42777421;335312.5;Kazakhstan;KAZ
Asti;44.92998232;8.209979206;63410.5;Italy;ITA
Astoria;46.18838096;-123.8299974;9773;United States of America;USA
Astrakhan;46.34865541;48.05498897;493363.5;Russia;RUS
Asuncion;-25.29640298;-57.64150517;940846.5;Paraguay;PRY
Aswan;24.08750775;32.8989115;277351.5;Egypt;EGY
Asyut;27.18997988;31.17994665;420585;Egypt;EGY
At Bashy;41.17248557;75.79680985;15413.5;Kyrgyzstan;KGZ
At Tafilah;30.83333404;35.60000464;25429;Jordan;JOR
At Taif;21.26222801;40.38227901;594065;Saudi Arabia;SAU
Atakpame;7.530042947;1.120024372;74757;Togo;TGO
Atamyrat;37.82480878;65.19973059;32205;Turkmenistan;TKM
'Ataq;14.55000311;46.80000058;37315;Yemen;YEM
Atar;20.51664044;-13.04998926;44265;Mauritania;MRT
Atasu;48.69032127;71.64993119;16400;Kazakhstan;KAZ
Atbara;17.70999005;33.97998246;138271;Sudan;SDN
Atbasar;51.82188723;68.34770382;35308;Kazakhstan;KAZ
Athabasca;54.71703351;-113.2665853;2399.5;Canada;CAN
Athens;37.98332623;23.73332108;1985568.5;Greece;GRC
Athens;33.96129783;-83.3780221;78017.5;United States of America;USA
Atherton;-17.27027789;145.469353;6132.5;Australia;AUS
Ati;13.21706016;18.33328894;24723.5;Chad;TCD
Atikokan;48.75039512;-91.61658899;3625;Canada;CAN
Atka;52.19648968;-174.2004887;61;United States of America;USA
Atkarsk;51.87645754;44.99610592;23315.5;Russia;RUS
Atlanta;33.83001385;-84.39994938;2464454;United States of America;USA
Atlantic City;39.36463727;-74.4233232;58563.5;United States of America;USA
Atlixco;18.90002077;-98.44999618;91866.5;Mexico;MEX
Atoyac;17.19999534;-100.4300304;19798;Mexico;MEX
Atqasuk;70.4693795;-157.395778;201;United States of America;USA
Attapu;14.8079971;106.8390005;4297;Laos;LAO
Attawapiskat;52.91662661;-82.43332524;1802;Canada;CAN
Atyrau;47.11269147;51.92002437;170583;Kazakhstan;KAZ
Auburn;32.60970074;-85.48083948;61881;United States of America;USA
Auckland;-36.850013;174.7649808;759510;New Zealand;NZL
Augsburg;48.35000612;10.89999589;309092.5;Germany;DEU
Augusta;33.46081158;-81.98498051;152895.5;United States of America;USA
Augusta;44.31056276;-69.77998906;21301;United States of America;USA
